departamento,municipio,establecimiento,registros,direcciones_distintas,status_distintos,jornadas_distintas,planes_distintos,codigos
QUETZALTENANGO,COATEPEQUE,COLEGIO MIXTO EVANGELICO JERUSALEM,3,1,2,3,1,09-20-0820-46; 09-20-1000-46; 09-20-3694-46
QUETZALTENANGO,COATEPEQUE,INSTITUTO DE COMPUTACIÓN INFORMÁTICA,3,1,1,3,1,09-20-0033-46; 09-20-3796-46; 09-20-4055-46
QUETZALTENANGO,LA ESPERANZA,COLEGIO HIGHLAND QUETZALTENANGO,3,1,1,3,1,09-23-0024-46; 09-23-0025-46; 09-23-0036-46
QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PREUNIVERSITARIO ""SALAMANCA""",3,1,2,3,2,09-01-0429-46; 09-01-0430-46; 09-01-0436-46
QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO MIXTO ""LICEO EDUCACIONAL LIVERMORE""",3,1,1,3,2,09-01-0154-46; 09-01-0161-46; 09-01-3731-46
QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO MIXTO ""LICEO MODERNO""",3,1,1,3,3,09-01-0499-46; 09-01-3615-46; 09-01-3956-46
QUETZALTENANGO,QUETZALTENANGO,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS,3,1,2,2,2,09-01-0232-46; 09-01-0234-46; 09-01-0520-46
QUICHÉ,JOYABAJ,"LICEO PRIVADO ""SANTA MARÍA""",3,1,3,2,2,14-12-0122-46; 14-12-0125-46; 14-12-0136-46
QUICHÉ,SANTA CRUZ DEL QUICHÉ,"COLEGIO MULTIEDUCATIVO ""LA REFORMA""",3,1,1,2,2,14-01-0167-46; 14-01-0288-46; 14-01-6070-46
RETALHULEU,RETALHULEU,CENTRO EDUCATIVO NUEVA CANDELARIA,3,1,1,2,2,11-01-0255-46; 11-01-0397-46; 11-01-0503-46
RETALHULEU,RETALHULEU,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACIÓN Y CAPACITACIÓN ""MIGUEL ÁNGEL ASTURIAS""",3,1,2,2,2,11-01-0316-46; 11-01-0318-46; 11-01-0320-46
RETALHULEU,RETALHULEU,"COLEGIO PRIVADO MIXTO ""NUEVA GENERACIÓN""",3,1,2,2,2,11-01-0291-46; 11-01-0294-46; 11-01-0296-46
RETALHULEU,RETALHULEU,"COLEGIO PRIVADO URBANO MIXTO ""BILINGUE PARAÍSO""",3,1,2,2,2,11-01-0404-46; 11-01-0406-46; 11-01-0515-46
RETALHULEU,RETALHULEU,LICEO CRISTIANO MIXTO LA FE,3,1,1,2,2,11-01-0427-46; 11-01-0429-46; 11-01-0431-46
RETALHULEU,SAN SEBASTIÁN,"COLEGIO PRIVADO MIXTO ""SAN SEBASTIÁN""",3,1,2,2,2,11-02-0043-46; 11-02-0044-46; 11-02-0045-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,CENTRO DE ESTUDIOS TECNOLOGICOS INTEGRALES,3,1,1,3,1,03-01-0226-46; 03-01-0227-46; 03-01-0228-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,CENTRO EDUCACIONAL VALLE COLONIAL,3,1,1,3,2,03-01-0153-46; 03-01-0154-46; 03-01-0155-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,COLEGIO MIXTO PRE-UNIVERSITARIO GALILEO GALILEI,3,1,2,2,2,03-01-0090-46; 03-01-0151-46; 03-01-0152-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,3,1,2,2,2,03-01-0230-46; 03-01-0259-46; 03-01-1425-46
SACATEPÉQUEZ,JOCOTENANGO,INSTITUTO TECNICO EMANUEL,3,1,1,3,3,03-02-0059-46; 03-02-0060-46; 03-02-0066-46
SACATEPÉQUEZ,SAN LUCAS SACATEPÉQUEZ,CENTRO EDUCATIVO TECNOLOGICO BLESSING,3,1,1,3,1,03-08-0064-46; 03-08-0066-46; 03-08-0067-46
SACATEPÉQUEZ,SAN LUCAS SACATEPÉQUEZ,TECNOLOGICO INDUSTRIAL MIXTO ANDRE AMPERE,3,1,1,2,2,03-08-0044-46; 03-08-1411-46; 03-08-1413-46
SACATEPÉQUEZ,SAN MIGUEL DUEÑAS,COLEGIO MIXTO SANTO TOMAS,3,1,1,2,2,03-13-0006-46; 03-13-1392-46; 03-13-1393-46
SACATEPÉQUEZ,SANTA CATARINA BARAHONA,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,3,1,3,2,2,03-16-0010-46; 03-16-1315-46; 03-16-1442-46
SACATEPÉQUEZ,SANTA MARÍA DE JESÚS,LICEO SANTA MARÍA,3,1,1,3,3,03-11-0035-46; 03-11-0037-46; 03-11-0038-46
SACATEPÉQUEZ,SANTO DOMINGO XENACOJ,COLEGIO LICEO CLASICO MIXTO EN COMPUTACION GUATEMALTECO,3,1,2,2,2,03-05-0023-46; 03-05-0024-46; 03-05-0032-46
SAN MARCOS,AYUTLA,COLEGIO NUESTRA SEÑORA DE LA ASUNCIÓN,3,1,2,3,3,12-17-0040-46; 12-17-0041-46; 12-17-0044-46
SAN MARCOS,EL TUMBADOR,"COLEGIO PRIVADO MIXTO ""IMPERIAL""",3,1,2,2,2,12-13-0095-46; 12-13-0098-46; 12-13-0109-46
SAN MARCOS,EL TUMBADOR,INSTITUTO TECNOLÓGICO BRIGHAM,3,1,1,2,2,12-13-0117-46; 12-13-0118-46; 12-13-0119-46
SAN MARCOS,EL TUMBADOR,LICEO TÉCNICO INTEGRAL,3,1,1,3,2,12-13-0099-46; 12-13-0105-46; 12-13-0106-46
SAN MARCOS,LA BLANCA,COLEGIO ADVENTISTA MARANATHA,3,1,2,3,3,12-30-0051-46; 12-30-0052-46; 12-30-0085-46
SAN MARCOS,LA BLANCA,COLEGIO PRIVADO URBANO MIXTO LICEO MODERNO,3,1,2,3,3,12-30-0056-46; 12-30-0057-46; 12-30-0089-46
SAN MARCOS,MALACATÁN,CENTRO DE ESTUDIOS POR MADUREZ CEEM,3,1,2,2,2,12-15-0093-46; 12-15-0194-46; 12-15-3447-46
SAN MARCOS,MALACATÁN,COLEGIO AMISADAI,3,1,1,2,2,12-15-0141-46; 12-15-0142-46; 12-15-0143-46
SAN MARCOS,MALACATÁN,"COLEGIO PRIVADO ""SANTA LUCIA""",3,1,1,3,1,12-15-0076-46; 12-15-0136-46; 12-15-0733-46
SAN MARCOS,MALACATÁN,"COLEGIO SUPERIOR ""HARVARD""",3,1,1,2,2,12-15-0154-46; 12-15-0155-46; 12-15-0156-46
SAN MARCOS,MALACATÁN,"INSTITUTO PRIVADO MIXTO ""SAN ANDRÉS DE LA VILLA""",3,1,2,2,2,12-15-0166-46; 12-15-0167-46; 12-15-0184-46
SAN MARCOS,SAN MARCOS,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,3,1,1,3,2,12-01-0053-46; 12-01-0183-46; 12-01-0184-46
SAN MARCOS,SAN PABLO,COLEGIO DE INFORMATICA AURELIO BALDOR -CIAB-,3,1,2,2,2,12-19-0054-46; 12-19-0055-46; 12-19-0058-46
SAN MARCOS,SAN PABLO,COLEGIO MIXTO LICEO ORIZABA,3,1,2,2,2,12-19-0100-46; 12-19-0101-46; 12-19-0125-46
SAN MARCOS,SAN PEDRO SACATEPÉQUEZ,"COLEGIO PARTICULAR MIXTO EVANGELICO ""EL MESIAS""",3,1,1,3,1,12-02-0114-46; 12-02-0133-46; 12-02-0142-46
SAN MARCOS,SAN PEDRO SACATEPÉQUEZ,"INSTITUTO PARTICULAR MIXTO ""MINERVA""",3,1,1,2,2,12-02-0131-46; 12-02-0132-46; 12-02-4727-46
SAN MARCOS,SAN RAFAEL PIE DE LA CUESTA,"COLEGIO EVANGÉLICO ""SALEM""",3,1,1,2,2,12-11-0030-46; 12-11-0031-46; 12-11-0041-46
SAN MARCOS,TACANÁ,TECNOLOGICO SPENCER W. KIMBALL,3,1,1,3,1,12-07-0165-46; 12-07-0166-46; 12-07-0167-46
SANTA ROSA,CHIQUIMULILLA,"COLEGIO MIXTO BILINGÜE ""LICENCIADO OSMIN PINEDA MELGAR""",3,1,1,3,1,06-08-0066-46; 06-08-0094-46; 06-08-0095-46
SANTA ROSA,CHIQUIMULILLA,COLEGIO TÉCNICO DE COMPUTACIÓN C.T.S.,3,1,1,3,1,06-08-0077-46; 06-08-0089-46; 06-08-0471-46
SANTA ROSA,CUILAPA,"COLEGIO PARTICULAR MIXTO ""DIVINO NIÑO""",3,1,1,3,3,06-01-0107-46; 06-01-0130-46; 06-01-0131-46
SANTA ROSA,GUAZACAPÁN,COLEGIO TECNOLÓGICO DE INFORMÁTICA,3,1,1,3,3,06-11-0048-46; 06-11-0050-46; 06-11-1458-46
SOLOLÁ,PANAJACHEL,COLEGIO PRIVADO TECHNICIENCIA DEL LAGO,3,1,2,3,1,07-10-0031-46; 07-10-2484-46; 07-10-2703-46
SOLOLÁ,SAN LUCAS TOLIMÁN,CENTRO DE ESTUDIOS AVANZADOS,3,1,1,3,2,07-13-0027-46; 07-13-0028-46; 07-13-0029-46
SOLOLÁ,SAN LUCAS TOLIMÁN,CENTRO EDUCATIVO SANTO DOMINGO,3,1,1,3,2,07-13-0037-46; 07-13-0038-46; 07-13-2869-46
SOLOLÁ,SANTA LUCÍA UTATLÁN,ESCUELA NORMAL REGIONAL DE OCCIDENTE,3,1,1,2,1,07-04-0041-46; 07-04-0042-46; 07-04-0091-46
SOLOLÁ,SANTA MARÍA VISITACIÓN,INSTITUTO PRIVADO LA SALLE,3,1,2,2,1,07-03-0006-46; 07-03-0010-46; 07-03-0558-46
SOLOLÁ,SOLOLÁ,"LICEO TECNOLÓGICO BILINGÜE ""CUAUHTEMALLAN DE SOLOLÁ""",3,1,1,2,2,07-01-0059-46; 07-01-0061-46; 07-01-0124-46
SUCHITEPÉQUEZ,CHICACAO,"COLEGIO PRIVADO MIXTO ""SABIDURIA Y EXITO""",3,1,1,2,2,10-13-0039-46; 10-13-0040-46; 10-13-0060-46
SUCHITEPÉQUEZ,MAZATENANGO,CENTRO INTEGRAL EMPRESARIAL POR MADUREZ CIEM,3,1,3,3,3,10-01-0108-46; 10-01-0287-46; 10-01-0412-46
SUCHITEPÉQUEZ,MAZATENANGO,COLEGIO PANAMERICANO NO. 8,3,1,1,2,2,10-01-0228-46; 10-01-0230-46; 10-01-0231-46
SUCHITEPÉQUEZ,MAZATENANGO,"COLEGIO PRIVADO MIXTO ""LICEO DAVINCIANO""",3,1,1,3,3,10-01-0350-46; 10-01-0351-46; 10-01-0390-46
SUCHITEPÉQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO RAFAEL LANDIVAR,3,1,1,2,2,10-01-0181-46; 10-01-0182-46; 10-01-0183-46
SUCHITEPÉQUEZ,MAZATENANGO,LICEO DE EDUCACION SUPERIOR PREUNIVERSITARIO,3,1,2,2,2,10-01-0239-46; 10-01-0241-46; 10-01-0392-46
SUCHITEPÉQUEZ,MAZATENANGO,LICEO TECNICO DEL SUR,3,1,2,3,1,10-01-2216-46; 10-01-2217-46; 10-01-2218-46
SUCHITEPÉQUEZ,RÍO BRAVO,"INSTITUTO PRIVADO MIXTO ""EDUCACION Y DESARROLLO""",3,1,1,2,2,10-20-0026-46; 10-20-0034-46; 10-20-0039-46
SUCHITEPÉQUEZ,SAMAYAC,INSTITUTO DE EDUCACION AVANZADA,3,1,1,2,2,10-08-0029-46; 10-08-1959-46; 10-08-2508-46
SUCHITEPÉQUEZ,SAN BERNARDINO,"COLEGIO PRIVADO MIXTO ""CIENCIA Y TECNOLOGIA""",3,1,1,2,2,10-04-0018-46; 10-04-0019-46; 10-04-0021-46
SUCHITEPÉQUEZ,SAN FRANCISCO ZAPOTITLÁN,INSTITUTO PRE-UNIVERSITARIO FRANCISCANO,3,1,1,2,2,10-03-2495-46; 10-03-2496-46; 10-03-2498-46
SUCHITEPÉQUEZ,SAN JOSÉ EL ÍDOLO,LICEO SAN JOSÉ,3,1,1,3,1,10-05-0019-46; 10-05-0024-46; 10-05-0028-46
SUCHITEPÉQUEZ,SAN JOSÉ LA MÁQUINA,"COLEGIO PRIVADO MIXTO CENTRO DE ESTUDIOS AVANZADOS ""NUEVO HORIZONTE""",3,1,1,3,2,10-21-0081-46; 10-21-0082-46; 10-21-0083-46
SUCHITEPÉQUEZ,SAN JOSÉ LA MÁQUINA,COLEGIO PRIVADO MIXTO SUPERACION,3,1,2,2,2,10-21-0092-46; 10-21-0093-46; 10-21-0097-46
SUCHITEPÉQUEZ,SAN PABLO JOCOPILAS,"INSTITUTO PARTICULAR MIXTO ""TECNOLOGICO""",3,1,1,2,2,10-09-0020-46; 10-09-0021-46; 10-09-0023-46
SUCHITEPÉQUEZ,SANTA BÁRBARA,"COLEGIO PRIVADO MIXTO ""SANTA BARBARA""",3,1,1,2,2,10-15-0039-46; 10-15-0040-46; 10-15-0041-46
TOTONICAPÁN,SAN CRISTÓBAL TOTONICAPÁN,"COLEGIO PRIVADO MIXTO ""MIGUEL ANGEL ASTURIAS""",3,1,2,3,2,08-02-0064-46; 08-02-0065-46; 08-02-0096-46
TOTONICAPÁN,SAN CRISTÓBAL TOTONICAPÁN,"INSTITUTO PRIVADO TECNOLÓGICO INTERCONTINENTAL ""SIÓN""",3,1,1,3,1,08-02-0050-46; 08-02-0053-46; 08-02-0069-46
TOTONICAPÁN,TOTONICAPÁN,CENTRO DE ESTUDIOS AVANZADOS DE TOTONICAPÁN,3,1,1,3,1,08-01-0232-46; 08-01-0233-46; 08-01-0261-46
TOTONICAPÁN,TOTONICAPÁN,COLEGIO ADVENTISTA MARANATHA,3,1,2,2,2,08-01-0237-46; 08-01-0238-46; 08-01-0241-46
TOTONICAPÁN,TOTONICAPÁN,"COLEGIO PRIVADO MIXTO ""LA FAMILIA""",3,1,1,3,1,08-01-0203-46; 08-01-0214-46; 08-01-0222-46
ZACAPA,CABAÑAS,LICEO MIXTO EBENEZER,3,1,2,2,2,19-07-0019-46; 19-07-0021-46; 19-07-0026-46
ZACAPA,GUALÁN,LICEO SINAÍ,3,1,1,3,3,19-04-0071-46; 19-04-0358-46; 19-04-1263-46
ZACAPA,RÍO HONDO,LIBERTY COLLEGE,3,1,2,2,1,19-03-0015-46; 19-03-1200-46; 19-03-1201-46
ALTA VERAPAZ,CHAHAL,LICEO MONTE SIÓN,2,1,2,2,2,16-14-0120-46; 16-14-0121-46
ALTA VERAPAZ,CHISEC,COLEGIO MIXTO PRIVADO ASDECHI,2,1,2,2,1,16-13-0263-46; 16-13-0264-46
ALTA VERAPAZ,COBÁN,COLEGIO MIXTO LA EXCELENCIA,2,1,1,2,2,16-01-0986-46; 16-01-0987-46
ALTA VERAPAZ,COBÁN,"COLEGIO PARTICULAR MIXTO ""ANTON DE MONTESINOS""",2,1,2,2,1,16-01-0613-46; 16-01-0619-46
ALTA VERAPAZ,COBÁN,COLEGIO PARTICULAR MIXTO CARLOS V,2,1,1,1,2,16-01-1172-46; 16-01-1173-46
ALTA VERAPAZ,COBÁN,INSTITUTO NORMAL PRIMARIA BILINGUE INTERCULTURAL ADS. AL INSTITUTO EMILIO ROSALES PONCE,2,1,2,1,1,16-01-0559-46; 16-01-8849-46
ALTA VERAPAZ,COBÁN,LICEO MIXTO EN COMPUTACIÓN DEL NORTE,2,1,1,1,1,16-01-0587-46; 16-01-0588-46
ALTA VERAPAZ,FRAY BARTOLOMÉ DE LAS CASAS,COLEGIO PARTICULAR MIXTO FRAY BARTOLOMÉ DE LAS CASAS,2,1,1,2,2,16-15-0127-46; 16-15-0174-46
ALTA VERAPAZ,LANQUÍN,"CENTRO DE ESTUDIOS PREUNIVERSITARIO CAHABÓN-LANQUÍN ""CEPREC LANQUÍN""",2,1,1,2,2,16-11-0059-46; 16-11-0060-46
ALTA VERAPAZ,LANQUÍN,"INSTITUTO MIXTO PRIVADO ""FRANCISCO OSWALDO REYES NARCISO""",2,1,2,2,2,16-11-0003-46; 16-11-0062-46
ALTA VERAPAZ,LANQUÍN,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,1,1,2,1,16-11-0027-46; 16-11-0057-46
ALTA VERAPAZ,PANZÓS,COLEGIO PRIVADO MIXTO 'SAGRADO CORAZON',2,1,1,2,1,16-07-6948-46; 16-07-6950-46
ALTA VERAPAZ,RAXRUHÁ,COLEGIO MIXTO PRIVADO BILINGUE SAN JUAN,2,1,1,2,2,16-17-0071-46; 16-17-0081-46
ALTA VERAPAZ,RAXRUHÁ,INSTITUTO MIXTO DE EDUCACIÓN BILINGÜE INTERCULTURAL -IMEBI-,2,1,2,2,2,16-17-0120-46; 16-17-0150-46
ALTA VERAPAZ,RAXRUHÁ,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,1,1,1,1,16-17-0123-46; 16-17-0151-46
ALTA VERAPAZ,SAN CRISTÓBAL VERAPAZ,"INSTITUTO TECNOLÓGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""",2,1,1,2,2,16-03-0093-46; 16-03-0139-46
ALTA VERAPAZ,SAN JUAN CHAMELCO,CENTRO EDUCATIVO AK NALEB,2,1,1,2,2,16-10-0050-46; 16-10-0051-46
ALTA VERAPAZ,SAN JUAN CHAMELCO,INSTITUTO MIXTO BILINGÜE INTERCULTURAL CHOSAAM,2,1,1,2,2,16-10-0150-46; 16-10-0151-46
ALTA VERAPAZ,SAN JUAN CHAMELCO,INSTITUTO PRIVADO MIXTO DE DESARROLLO LOCAL,2,1,1,2,2,16-10-0052-46; 16-10-0056-46
ALTA VERAPAZ,SAN JUAN CHAMELCO,INSTITUTO TECNICO EN RECURSOS NATURALES,2,1,2,1,1,16-10-0067-46; 16-10-1400-46
ALTA VERAPAZ,SAN PEDRO CARCHÁ,INSTITUTO TECNICO DIVERSIFICADO DE BACHILLERATO EN CONSTRUCCION,2,1,1,2,1,16-09-0720-46; 16-09-0830-46
ALTA VERAPAZ,SENAHÚ,"CENTRO DE ESTUDIOS PREUNIVERSITARIO CAHABÓN-SENAHÚ ""CEPREC SENAHÚ""",2,1,1,2,2,16-08-0218-46; 16-08-0220-46
BAJA VERAPAZ,CUBULCO,CENTRO EDUCATIVO DIEGO PRIMERO ALONZO CEDPA,2,1,1,2,2,15-04-0257-46; 15-04-0258-46
BAJA VERAPAZ,CUBULCO,COLEGIO PARTICULAR MIXTO NUEVO AMANECER,2,1,2,2,2,15-04-0238-46; 15-04-0670-46
BAJA VERAPAZ,GRANADOS,CENTRO DE ESTUDIOS MAGISTERIALES 'CEM',2,1,1,2,2,15-05-2171-46; 15-05-2172-46
BAJA VERAPAZ,GRANADOS,CENTRO DE ESTUDIOS MAGISTERIALES CEM,2,1,2,2,1,15-05-0045-46; 15-05-1940-46
BAJA VERAPAZ,RABINAL,CENTRO CULTURAL DE AMERICA,2,1,1,1,1,15-03-0778-46; 15-03-1888-46
BAJA VERAPAZ,RABINAL,CENTRO EDUCATIVO ESTUDIANTIL CON ORIENTACIÓN EN COMPUTACIÓN,2,1,2,2,2,15-03-0145-46; 15-03-2167-46
BAJA VERAPAZ,RABINAL,COLEGIO MIXTO ZAMANEB,2,1,1,2,2,15-03-1963-46; 15-03-2052-46
BAJA VERAPAZ,SALAMÁ,CENTRO EDUCATIVO VERAPAZ DEL SUR,2,1,2,1,1,15-01-0125-46; 15-01-0135-46
BAJA VERAPAZ,SALAMÁ,CENTRO ESTUDIANTIL MIGUEL ÁNGEL ASTURIAS,2,1,1,2,2,15-01-0109-46; 15-01-0182-46
CHIMALTENANGO,ACATENANGO,"LICEO CRISTIANO ""VISIÓN ETERNA""",2,1,1,2,2,04-11-0014-46; 04-11-0015-46
CHIMALTENANGO,CHIMALTENANGO,CENTRO EDUCATIVO LA ESCUELA EN SU CASA CHIMALTENANGO,2,1,1,1,1,04-01-0300-46; 04-01-0301-46
CHIMALTENANGO,CHIMALTENANGO,COLEGIO NIMALÄJ KAQCHIKEL AMAQ' TIJOB'ÄL,2,1,2,2,1,04-01-0242-46; 04-01-0295-46
CHIMALTENANGO,CHIMALTENANGO,COLEGIO TECNOLÓGICO GUERRERO,2,1,1,2,2,04-01-0373-46; 04-01-0394-46
CHIMALTENANGO,CHIMALTENANGO,"ESCUELA NORMAL BILINGÜE INTERCULTURAL ""RUK'U'X WAQXAQI' Q'ANIL"" (ESENCIA DE LAS OCHO SEMILLAS)",2,1,1,1,1,04-01-0253-46; 04-01-0304-46
CHIMALTENANGO,CHIMALTENANGO,INSTITUTO FÉNIX EDUCACIÓN A DISTANCIA IFED,2,1,1,2,1,04-01-0386-46; 04-01-0392-46
CHIMALTENANGO,CHIMALTENANGO,INSTITUTO PRIVADO DE BACHILLERATO,2,1,1,2,2,04-01-3069-46; 04-01-3071-46
CHIMALTENANGO,CHIMALTENANGO,"LICEO CRISTIANO ""NATANAEL""",2,1,1,2,1,04-01-0073-46; 04-01-0115-46
CHIMALTENANGO,EL TEJAR,COLEGIO BILINGÜE J.E.T.,2,1,1,2,1,04-16-0037-46; 04-16-0038-46
CHIMALTENANGO,PARRAMOS,"CENTRO EDUCATIVO EN COMPUTACIÓN ""NUEVA ESPERANZA""",2,1,1,2,2,04-14-0026-46; 04-14-0037-46
CHIMALTENANGO,PATZICÍA,COLEGIO INTEGRAL MESOAMERICANO,2,1,1,2,1,04-09-0023-46; 04-09-0024-46
CHIMALTENANGO,PATZÚN,"CENTRO EDUCATIVO ""20 DE MAYO""",2,1,1,2,1,04-07-0026-46; 04-07-3242-46
CHIMALTENANGO,PATZÚN,COLEGIO SAN BERNARDINO,2,1,1,2,1,04-07-0047-46; 04-07-0057-46
CHIMALTENANGO,SAN ANDRÉS ITZAPA,COLEGIO EVANGÉLICO AGUA VIVA,2,1,2,2,1,04-13-0030-46; 04-13-0045-46
CHIMALTENANGO,SAN JOSÉ POAQUÍL,"LICEO ""SAN JOSÉ""",2,1,1,2,2,04-02-0025-46; 04-02-0026-46
CHIMALTENANGO,SAN JUAN COMALAPA,"CENTRO EDUCATIVO ""FUENTE DE SABIDURÍA""",2,1,1,2,2,04-04-0054-46; 04-04-0068-46
CHIMALTENANGO,SAN JUAN COMALAPA,INSTITUTO MIXTO BILINGÜE INTERCULTURAL SAN JUAN COMALAPA,2,1,2,2,2,04-04-0030-46; 04-04-3276-46
CHIMALTENANGO,SAN JUAN COMALAPA,INSTITUTO TECNOLOGICO MUNICIPAL AJPU ITMA,2,1,1,2,1,04-04-3193-46; 04-04-3194-46
CHIMALTENANGO,SAN JUAN COMALAPA,LICEO CRISTIANO MONTE SION 2,2,1,1,2,2,04-04-0074-46; 04-04-0076-46
CHIMALTENANGO,SAN PEDRO YEPOCAPA,"INSTITUTO DE NIVEL MEDIO DE PROYECCION SOCIAL Y COMUNITARIA ""LA VOZ DE LA ESPERANZA""",2,1,1,2,1,04-12-0031-46; 04-12-0032-46
CHIMALTENANGO,SAN PEDRO YEPOCAPA,INSTITUTO PRIVADO MIXTO ORIZABA NO. 2,2,1,1,2,2,04-12-0060-46; 04-12-0061-46
CHIMALTENANGO,SAN PEDRO YEPOCAPA,LICEO CRISTIANO TORRE FUERTE,2,1,1,2,2,04-12-0064-46; 04-12-0065-46
CHIMALTENANGO,TECPÁN GUATEMALA,"INSTITUTO MIXTO DE EDUCACIÓN MUNICIPAL ""VALLE DEL SOL""",2,1,2,2,1,04-06-0094-46; 04-06-3259-46
CHIMALTENANGO,TECPÁN GUATEMALA,INSTITUTO TECNOLÓGICO POR COOPERATIVA,2,1,1,2,1,04-06-0075-46; 04-06-2482-46
CHIMALTENANGO,ZARAGOZA,CENTRO EDUCATIVO BILINGUE KAJI IMOX,2,1,1,2,1,04-15-3247-46; 04-15-3248-46
CHIMALTENANGO,ZARAGOZA,"CENTRO EDUCATIVO BILINGÜE ""SANTA MARÍA DE LA ESPERANZA""",2,1,1,2,2,04-15-0059-46; 04-15-0061-46
CHIQUIMULA,CONCEPCIÓN LAS MINAS,COLEGIO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,2,1,2,2,1,20-08-0018-46; 20-08-0019-46
CHIQUIMULA,ESQUIPULAS,COLEGIO CATOLICO PRIVADO MIXTO 'SAN BENITO',2,1,2,2,1,20-07-1909-46; 20-07-2066-46
CHIQUIMULA,ESQUIPULAS,COLEGIO PRIVADO MIXTO BENDICIÓN,2,1,2,2,2,20-07-0135-46; 20-07-0145-46
CHIQUIMULA,ESQUIPULAS,INSTITUTO BASICO ESQUIPULTECO Y CIENCIAS COMERCIALES INBECC,2,1,1,2,1,20-07-0567-46; 20-07-0569-46
CHIQUIMULA,ESQUIPULAS,INSTITUTO RENÉ ALMENGOR INBECC,2,1,1,2,1,20-07-0141-46; 20-07-0142-46
CHIQUIMULA,IPALA,COLEGIO INTEGRAL GUATEMALTECO CON INNOVACIÓN AMERICANA CIGA,2,1,1,2,2,20-11-0034-46; 20-11-0038-46
CHIQUIMULA,IPALA,"COLEGIO PARTICULAR MIXTO ""PROYECCION""",2,1,1,2,1,20-11-0029-46; 20-11-0464-46
CHIQUIMULA,IPALA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,2,1,1,2,1,20-11-0072-46; 20-11-1518-46
CHIQUIMULA,QUEZALTEPEQUE,COLEGIO ADVENTISTA REDENCIÓN,2,1,2,2,1,20-09-0058-46; 20-09-0064-46
CIUDAD CAPITAL,ZONA 1,CENTRO DE EDUCACIÓN Y CULTURA MIRTHALA DE HURTADO,2,1,2,2,1,00-01-0612-46; 00-01-8500-46
CIUDAD CAPITAL,ZONA 1,CENTRO EDUCATIVO FUTURISTA -C.E.F.-,2,1,1,1,2,00-01-0510-46; 00-01-0512-46
CIUDAD CAPITAL,ZONA 1,CENTRO EDUCATIVO RENUEVO,2,1,2,2,1,00-01-0360-46; 00-01-0756-46
CIUDAD CAPITAL,ZONA 1,CENTRO INTERCULTURAL DE COMPUTACION Y TURISMO C.I.C.T,2,1,2,2,1,00-01-0380-46; 00-01-0383-46
CIUDAD CAPITAL,ZONA 1,"CENTRO TECNOLÓGICO DE COMPUTACIÓN ""LA MERCED""",2,1,2,1,1,00-01-0864-46; 00-01-0865-46
CIUDAD CAPITAL,ZONA 1,CENTRO TECNOLÓGICO ¨DA VINCI¨,2,1,2,1,2,00-01-0462-46; 00-01-0470-46
CIUDAD CAPITAL,ZONA 1,"COLEGIO ""EL EMILIO""",2,1,2,2,2,00-01-0499-46; 00-01-0502-46
CIUDAD CAPITAL,ZONA 1,COLEGIO ABRAHAM LINCOLN,2,1,1,2,2,00-01-0393-46; 00-01-0394-46
CIUDAD CAPITAL,ZONA 1,COLEGIO DE COMPUTACION ELECTRONICA Y ELECTRICIDAD,2,1,2,2,1,00-01-7588-46; 00-01-7589-46
CIUDAD CAPITAL,ZONA 1,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION C.F.P.C.,2,1,2,2,2,00-01-9454-46; 00-01-9455-46
CIUDAD CAPITAL,ZONA 1,COLEGIO INTEGRADO DE COMPUTACION 'LA ASUNCION',2,1,1,2,2,00-01-8981-46; 00-01-8983-46
CIUDAD CAPITAL,ZONA 1,COLEGIO INTEGRAL SAN JUAN,2,1,2,2,2,00-01-0565-46; 00-01-0568-46
CIUDAD CAPITAL,ZONA 1,COLEGIO PANAMERICANO,2,1,1,2,2,00-01-7337-46; 00-01-9419-46
CIUDAD CAPITAL,ZONA 1,COLEGIO SISTEMATIZADO EN COMPUTACION,2,1,1,1,2,00-01-7820-46; 00-01-7821-46
CIUDAD CAPITAL,ZONA 1,COLEGIO TECNICO COMERCIAL NAHUALA,2,1,1,1,1,00-01-0280-46; 00-01-9057-46
